0	0	0	0	0	1	4142	1283	3	0.690	0.690	0.948	0.948	0.728	0.728	0.007	0.007	0.008	0.008
0	0	0	0	0	2	2856	544	0	0.810	0.559	0.951	0.901	0.851	0.620	0.007	0.008	0.008	0.009
0	0	0	0	0	3	2312	335	1	0.855	0.478	0.950	0.856	0.900	0.558	0.007	0.008	0.008	0.009
0	0	0	0	0	4	1976	243	1	0.877	0.419	0.949	0.812	0.924	0.516	0.007	0.008	0.008	0.009
0	0	0	0	0	5	1732	191	0	0.890	0.373	0.947	0.769	0.939	0.485	0.008	0.008	0.008	0.010
0	0	0	0	0	6	1541	160	0	0.896	0.334	0.947	0.728	0.947	0.459	0.008	0.007	0.008	0.010
0	0	0	0	0	7	1381	119	0	0.914	0.305	0.945	0.688	0.967	0.444	0.008	0.007	0.008	0.010
0	0	0	0	0	8	1262	101	0	0.920	0.281	0.943	0.649	0.976	0.433	0.008	0.007	0.008	0.011
0	0	0	0	0	9	1161	75	0	0.935	0.263	0.942	0.611	0.993	0.430	0.007	0.007	0.008	0.011
0	0	0	0	0	10	1086	90	0	0.917	0.241	0.940	0.574	0.976	0.420	0.008	0.007	0.009	0.012
0	0	0	0	0	11	996	66	2	0.934	0.225	0.939	0.539	0.994	0.417	0.008	0.006	0.008	0.012
0	0	0	0	0	12	928	68	0	0.927	0.208	0.937	0.506	0.989	0.412	0.009	0.006	0.009	0.012
0	0	0	0	0	13	860	53	2	0.938	0.196	0.937	0.474	1.000	0.412	0.008	0.006	0.009	0.012
0	0	0	0	0	14	805	62	0	0.923	0.181	0.935	0.443	0.987	0.408	0.009	0.006	0.010	0.014
0	0	0	0	0	15	743	57	1	0.923	0.167	0.934	0.413	0.989	0.403	0.010	0.006	0.010	0.014
0	0	0	0	0	16	685	52	0	0.924	0.154	0.933	0.386	0.991	0.399	0.010	0.006	0.011	0.015
0	0	0	0	0	17	633	51	0	0.919	0.142	0.931	0.359	0.988	0.394	0.011	0.005	0.012	0.015
0	0	0	0	0	18	582	44	0	0.924	0.131	0.929	0.334	0.995	0.392	0.011	0.005	0.012	0.016
0	0	0	0	0	19	538	42	0	0.922	0.121	0.927	0.309	0.994	0.390	0.012	0.005	0.012	0.016
0	0	0	0	0	20	496	36	1	0.927	0.112	0.925	0.286	1.000	0.390	0.012	0.005	0.013	0.016
0	0	0	0	0	21	459	39	0	0.915	0.102	0.924	0.264	0.990	0.387	0.013	0.005	0.014	0.018
0	0	0	0	0	22	420	38	0	0.910	0.093	0.922	0.244	0.987	0.382	0.014	0.005	0.015	0.019
0	0	0	0	0	23	382	36	0	0.906	0.084	0.921	0.225	0.983	0.376	0.015	0.004	0.016	0.019
0	0	0	0	0	24	346	30	1	0.913	0.077	0.922	0.207	0.991	0.372	0.015	0.004	0.016	0.020
0	0	0	0	0	25	315	32	1	0.898	0.069	0.919	0.190	0.978	0.364	0.017	0.004	0.019	0.021
0	0	0	0	0	26	282	26	2	0.907	0.063	0.917	0.174	0.989	0.360	0.017	0.004	0.019	0.022
0	0	0	0	0	27	254	22	0	0.913	0.057	0.914	0.159	0.999	0.360	0.018	0.004	0.019	0.023
0	0	0	0	0	28	232	24	0	0.897	0.051	0.910	0.145	0.985	0.355	0.020	0.003	0.022	0.024
0	0	0	0	0	29	208	18	0	0.913	0.047	0.909	0.132	1.000	0.355	0.019	0.003	0.021	0.024
0	0	0	0	0	30	190	17	1	0.910	0.043	0.909	0.120	1.000	0.355	0.021	0.003	0.023	0.024
0	0	0	0	0	31	172	21	0	0.878	0.038	0.906	0.109	0.969	0.346	0.025	0.003	0.028	0.027
0	0	0	0	0	32	151	13	2	0.913	0.034	0.905	0.098	1.000	0.346	0.023	0.003	0.025	0.027
